,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Overall_score,housing age,remod age,Exter Score,Bsmt score,Bsmt Finished Area,BsmtFin Score,Gr Liv Calc,total_bath_rooms,Garage years,Garage_Area_Per_Car,Total_Porch_Area,Season
601,2477,531376050,60,RL,74,7632,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2.0,7,5,2005,2005,Gable,CompShg,VinylSd,NIL,BrkFace,96.0,PConc,4,3,1,0,0.0,0,0.0,784.0,784.0,GasA,5,Y,831,754,0,1585,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,2005.0,2.0,2.0,449.0,3.0,Y,100,77,0,0,0,0,NA,0,NA,0,3,2006,WD ,184900,12,1,1,7,8,0.0,0,1585,3.0,1.0,224.5,77,Spring
602,2871,909428110,190,RL,90,15750,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1.0,5,5,1953,1953,Hip,CompShg,MetalSd,NIL,BrkFace,56.0,CBlock,3,3,2,3,841.0,0,0.0,324.0,1165.0,GasA,4,Y,1336,0,0,1336,1.0,0.0,1,0,2,1,3,5,Typ,2,4,Attchd,1953.0,1.0,1.0,375.0,3.0,Y,0,0,0,0,0,0,NA,0,NA,0,6,2006,WD ,157000,10,53,53,6,8,841.0,3,1336,2.0,53.0,375.0,0,Summer
603,2489,532353030,20,RL,73,9240,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.0,5,6,1962,2002,Hip,CompShg,HdBoard,NIL,None,0.0,CBlock,3,3,1,3,612.0,0,0.0,252.0,864.0,GasA,3,Y,1211,0,0,1211,0.0,0.0,1,0,2,1,3,6,Min1,1,3,Detchd,1972.0,1.0,2.0,576.0,3.0,Y,161,0,0,0,0,0,NA,3,NA,0,3,2006,WD ,144000,11,44,4,6,7,612.0,3,1211,1.0,34.0,288.0,0,Spring
604,1655,527354050,20,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.0,6,5,1979,1999,Gable,CompShg,MetalSd,NIL,BrkFace,253.0,CBlock,4,3,1,5,903.0,0,0.0,356.0,1259.0,GasA,5,Y,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,Typ,1,3,Attchd,1979.0,2.0,2.0,478.0,3.0,Y,240,141,0,0,0,0,NA,0,NA,0,8,2007,WD ,192350,11,28,8,6,8,903.0,5,1353,3.0,28.0,239.0,141,Summer
605,1891,534401120,20,RL,80,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,CBlock,3,3,1,3,654.0,0,0.0,520.0,1174.0,GasA,5,Y,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,Typ,1,3,Attchd,1966.0,2.0,2.0,440.0,3.0,Y,0,0,0,0,0,0,NA,3,NA,0,10,2007,WD,163500,13,41,41,6,7,654.0,3,1200,3.0,41.0,220.0,0,Fall
606,1419,906204150,60,RL,86,11839,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2.0,7,5,1990,1990,Hip,CompShg,HdBoard,NIL,BrkFace,99.0,PConc,4,3,1,5,1085.0,0,0.0,390.0,1475.0,GasA,5,Y,1532,797,0,2329,1.0,0.0,2,1,4,1,4,10,Typ,1,5,Attchd,1990.0,1.0,2.0,514.0,3.0,Y,192,121,0,0,0,0,NA,0,NA,0,5,2008,WD ,262280,12,18,18,6,8,1085.0,5,2329,4.0,18.0,257.0,121,Spring
607,1473,907405020,20,RL,70,9135,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.0,7,5,2002,2003,Gable,CompShg,VinylSd,NIL,BrkFace,113.0,PConc,4,3,3,5,810.0,0,0.0,726.0,1536.0,GasA,5,Y,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2002.0,2.0,2.0,532.0,3.0,Y,192,74,0,0,0,0,NA,0,NA,0,12,2008,WD ,214000,12,6,5,7,10,810.0,5,1536,3.0,6.0,266.0,74,Winter
608,2868,909425120,20,RL,90,14115,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.0,6,7,1956,2004,Gable,CompShg,Stone,NIL,None,0.0,PConc,3,3,1,4,296.0,5,547.0,230.0,1073.0,GasA,5,Y,1811,0,0,1811,0.0,0.0,1,0,2,1,5,6,Typ,1,4,Attchd,1956.0,3.0,2.0,470.0,3.0,Y,0,0,280,0,0,0,NA,0,NA,0,7,2006,WD ,230000,13,50,2,6,7,843.0,9,1811,1.0,50.0,235.0,280,Summer
609,1695,528108160,60,RL,109,14154,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2.0,7,5,2006,2006,Gable,CompShg,VinylSd,NIL,BrkFace,350.0,PConc,5,4,1,0,0.0,0,0.0,1063.0,1063.0,GasA,5,Y,1071,1101,0,2172,0.0,0.0,2,1,3,1,4,9,Typ,1,4,Attchd,2006.0,2.0,3.0,947.0,3.0,Y,192,62,0,0,0,0,NA,0,NA,0,8,2007,New,280000,12,1,1,7,10,0.0,0,2172,3.0,1.0,315.6666666666667,62,Summer
610,2244,911128010,20,C (all),65,6565,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.0,4,6,1957,1980,Gable,CompShg,MetalSd,NIL,None,0.0,CBlock,3,3,1,5,967.0,0,0.0,106.0,1073.0,GasA,3,Y,1073,0,0,1073,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1985.0,1.0,2.0,720.0,3.0,Y,0,444,0,0,0,0,NA,0,NA,0,8,2007,WD ,140000,10,50,27,6,7,967.0,5,1073,2.0,22.0,360.0,444,Summer
611,169,535477020,60,RL,70,7700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2.0,6,5,1966,1966,Gable,CompShg,MetalSd,NIL,BrkFace,351.0,CBlock,3,3,1,0,0.0,0,0.0,756.0,756.0,GasA,4,Y,1051,788,0,1839,0.0,0.0,1,1,4,1,3,7,Typ,1,3,Attchd,1966.0,1.0,2.0,442.0,3.0,Y,0,124,216,0,0,0,NA,0,NA,0,6,2010,WD ,155000,11,44,44,6,7,0.0,0,1839,2.0,44.0,221.0,340,Summer
612,2670,902456015,50,C (all),63,4761,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5,3,3,1918,1950,Gable,CompShg,Wd Sdng,NIL,None,0.0,BrkTil,3,2,1,0,0.0,0,0.0,1020.0,1020.0,GasA,2,N,1020,0,0,1020,0.0,0.0,1,0,2,1,2,5,Typ,0,0,NA,1918.0,0.0,0.0,0.0,0.0,N,0,0,105,0,0,0,NA,0,NA,0,10,2006,Con,64500,6,88,56,4,6,0.0,0,1020,1.0,88.0,0.0,105,Fall
613,247,906204230,60,RL,87,12361,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2.0,6,7,1993,1993,Gable,CompShg,VinylSd,NIL,BrkFace,85.0,PConc,4,3,1,5,860.0,0,0.0,86.0,946.0,GasA,5,Y,964,838,0,1802,0.0,1.0,2,1,3,1,4,8,Typ,1,4,2Types,2000.0,2.0,4.0,1017.0,3.0,Y,450,92,0,0,0,0,NA,0,NA,0,5,2010,WD ,218000,13,17,17,8,8,860.0,5,1802,4.0,10.0,254.25,92,Spring
614,2137,907200250,80,RL,72,9720,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2.0,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,CBlock,3,5,3,4,755.0,0,0.0,240.0,995.0,GasA,4,Y,1009,0,0,1009,0.0,0.0,2,0,3,1,3,6,Typ,1,2,Detchd,1977.0,1.0,2.0,576.0,3.0,Y,0,0,0,0,0,0,NA,3,NA,0,6,2007,WD ,160000,12,30,30,6,11,755.0,4,1009,2.0,30.0,288.0,0,Summer
615,1794,528456190,20,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,8,5,2007,2007,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,1,5,24.0,0,0.0,1314.0,1338.0,GasA,5,Y,1338,0,0,1338,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2007.0,2.0,2.0,598.0,3.0,Y,0,141,0,0,0,0,NA,0,NA,0,11,2007,New,208900,13,0,0,7,8,24.0,5,1338,2.0,0.0,299.0,141,Fall
616,1498,908154080,20,RL,123,47007,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.0,5,7,1959,1996,Gable,CompShg,Plywood,NIL,None,0.0,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,3820,0,0,3820,0.0,0.0,3,1,5,1,5,11,Typ,2,4,Attchd,1959.0,1.0,2.0,624.0,3.0,Y,0,372,0,0,0,0,NA,0,NA,0,7,2008,WD ,284700,12,49,12,6,0,0.0,0,3820,4.0,49.0,312.0,372,Summer
617,1164,533212140,160,FV,30,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2.0,7,5,2007,2007,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,1,0,0.0,0,0.0,689.0,689.0,GasA,5,Y,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,Typ,0,0,Detchd,2007.0,1.0,2.0,540.0,3.0,Y,0,102,0,0,0,0,NA,0,NA,0,3,2008,WD ,146000,12,1,1,7,8,0.0,0,1392,2.0,1.0,270.0,102,Spring
618,1179,533250050,120,RL,38,14963,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1.0,8,5,1996,1996,Gable,CompShg,BrkFace,NIL,None,0.0,PConc,4,3,1,5,786.0,0,0.0,474.0,1260.0,GasA,5,Y,1288,0,0,1288,1.0,0.0,1,1,1,1,5,4,Typ,2,4,Attchd,1996.0,3.0,2.0,500.0,3.0,Y,120,30,0,0,224,0,NA,0,NA,0,12,2008,WD ,245500,13,12,12,7,8,786.0,5,1288,3.0,12.0,250.0,254,Winter
619,1340,903228090,45,RM,50,5000,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5,6,7,1926,1950,Gable,CompShg,MetalSd,NIL,None,0.0,BrkTil,3,3,1,0,0.0,0,0.0,992.0,992.0,GasA,5,Y,1013,0,0,1013,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1926.0,1.0,1.0,160.0,3.0,Y,0,0,101,0,0,0,NA,0,NA,0,4,2008,WD ,113000,13,82,58,6,7,0.0,0,1013,1.0,82.0,160.0,101,Spring
620,436,528116010,20,RL,129,16870,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1.0,8,5,2004,2005,Hip,CompShg,VinylSd,NIL,BrkFace,238.0,PConc,5,3,4,5,1531.0,0,0.0,251.0,1782.0,GasA,5,Y,1782,0,0,1782,1.0,0.0,2,0,3,1,4,7,Typ,2,4,Attchd,2004.0,3.0,3.0,932.0,3.0,Y,99,82,0,0,0,0,NA,0,NA,0,4,2009,WD ,296000,13,5,4,7,12,1531.0,5,1782,3.0,5.0,310.6666666666667,82,Spring
621,1636,527210060,20,RL,86,14157,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1.0,9,5,2005,2006,Hip,CompShg,VinylSd,NIL,Stone,200.0,PConc,5,3,4,5,1249.0,0,0.0,673.0,1922.0,GasA,5,Y,1922,0,0,1922,1.0,0.0,2,0,3,1,4,8,Typ,1,4,Attchd,2005.0,3.0,3.0,676.0,3.0,Y,178,51,0,0,0,0,NA,0,NA,0,7,2007,WD ,377426,14,2,1,7,12,1249.0,5,1922,3.0,2.0,225.33333333333334,51,Summer
622,421,528102040,20,RL,96,12456,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1.0,10,5,2006,2007,Hip,CompShg,CemntBd,NIL,Stone,230.0,PConc,5,3,4,5,1172.0,0,0.0,528.0,1700.0,GasA,5,Y,1718,0,0,1718,1.0,0.0,2,0,3,1,5,7,Typ,1,4,Attchd,2008.0,3.0,3.0,786.0,3.0,Y,216,48,0,0,0,0,NA,0,NA,0,7,2009,WD ,337500,15,3,2,8,12,1172.0,5,1718,3.0,1.0,262.0,48,Summer
623,457,528176030,20,RL,100,14836,Pave,NA,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1.0,10,5,2004,2005,Hip,CompShg,CemntBd,NIL,Stone,730.0,PConc,5,3,4,5,2146.0,0,0.0,346.0,2492.0,GasA,5,Y,2492,0,0,2492,1.0,0.0,2,1,2,1,5,8,Typ,1,5,Attchd,2004.0,3.0,3.0,949.0,3.0,Y,226,235,0,0,0,0,NA,0,NA,0,2,2009,WD ,552000,15,5,4,8,12,2146.0,5,2492,4.0,5.0,316.3333333333333,235,Winter
624,2834,908225180,50,RL,56,6956,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5,4,7,1948,1950,Gable,CompShg,VinylSd,NIL,None,0.0,CBlock,2,3,2,0,0.0,0,0.0,624.0,624.0,GasA,5,Y,624,312,0,936,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1948.0,1.0,1.0,265.0,1.0,Y,0,0,0,0,0,0,NA,0,NA,0,4,2006,WD ,97900,11,58,56,7,7,0.0,0,936,1.0,58.0,265.0,0,Spring
625,517,528456240,20,FV,75,7862,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,6,5,2009,2009,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,1,5,27.0,0,0.0,1191.0,1218.0,GasA,5,Y,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,Typ,0,0,Attchd,2009.0,3.0,2.0,676.0,3.0,Y,0,102,0,0,0,0,NA,0,NA,0,9,2009,New,208300,11,0,0,7,8,27.0,5,1218,2.0,0.0,338.0,102,Fall
626,1566,914467050,60,RL,73,11050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2.0,7,5,1996,1997,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,2,0,0.0,0,0.0,910.0,910.0,GasA,5,Y,910,910,0,1820,0.0,0.0,2,1,3,1,4,8,Typ,1,3,Attchd,1996.0,1.0,3.0,816.0,3.0,Y,318,32,0,0,0,0,NA,0,NA,0,9,2008,WD ,213000,12,12,11,6,9,0.0,0,1820,3.0,12.0,272.0,32,Fall
627,1439,907187030,60,RL,57,8924,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2.0,7,5,1998,1999,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,3,0,0.0,0,0.0,880.0,880.0,GasA,5,Y,880,844,0,1724,0.0,0.0,2,1,3,1,4,8,Typ,0,0,Attchd,1998.0,3.0,2.0,527.0,3.0,Y,120,155,0,0,0,0,NA,0,NA,0,7,2008,WD ,188000,12,10,9,6,10,0.0,0,1724,3.0,10.0,263.5,155,Summer
628,2577,535177100,20,RL,73,9610,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.0,6,6,1958,1958,Hip,CompShg,Wd Sdng,NIL,BrkFace,632.0,CBlock,3,3,1,2,203.0,0,0.0,918.0,1121.0,GasA,5,Y,1336,0,0,1336,0.0,0.0,1,1,3,1,3,7,Typ,1,3,Attchd,1958.0,2.0,2.0,488.0,3.0,Y,80,0,0,0,0,0,NA,0,NA,0,12,2006,WD ,162000,12,48,48,6,7,203.0,2,1336,2.0,48.0,244.0,0,Winter
629,2241,910205130,50,RM,75,13710,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5,5,5,1950,1950,Gable,CompShg,Wd Sdng,NIL,None,0.0,CBlock,3,3,1,3,420.0,0,0.0,490.0,910.0,GasA,4,Y,910,648,0,1558,0.0,0.0,1,1,4,1,3,6,Typ,0,0,Attchd,1950.0,1.0,1.0,282.0,3.0,Y,289,0,0,0,0,0,NA,3,NA,0,6,2007,WD ,152000,10,57,57,6,7,420.0,3,1558,2.0,57.0,282.0,0,Summer
630,71,528477080,60,FV,100,12552,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2.0,7,5,2004,2005,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,1,5,222.0,0,0.0,769.0,991.0,GasA,5,Y,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,2004.0,2.0,2.0,678.0,3.0,Y,0,136,0,0,0,0,NA,2,NA,0,5,2010,WD ,254900,12,6,5,7,8,222.0,5,1947,3.0,6.0,339.0,136,Spring
631,1143,531384030,60,RL,43,14565,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2.0,7,5,1994,1995,Gable,CompShg,VinylSd,NIL,BrkFace,145.0,PConc,4,3,3,5,537.0,0,0.0,295.0,832.0,GasA,5,Y,832,825,0,1657,0.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,1994.0,2.0,2.0,483.0,3.0,Y,144,74,0,0,0,0,NA,0,Shed,2000,11,2008,WD ,189000,12,14,13,7,10,537.0,5,1657,3.0,14.0,241.5,74,Fall
632,1021,527302185,20,RL,56,18559,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1.0,7,5,1978,1978,Hip,CompShg,Plywood,NIL,BrkFace,383.0,CBlock,4,3,1,5,1206.0,2,186.0,656.0,2048.0,GasA,4,Y,2064,0,0,2064,1.0,0.0,2,0,3,1,4,7,Typ,2,2,Attchd,1978.0,3.0,2.0,550.0,3.0,Y,200,0,0,0,0,0,NA,0,NA,0,8,2008,WD ,235000,12,30,30,8,8,1392.0,7,2064,3.0,30.0,275.0,0,Summer
633,1416,905479110,190,RL,68,10880,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.0,5,5,1950,1950,Gable,CompShg,MetalSd,NIL,None,0.0,CBlock,3,3,1,4,1040.0,0,0.0,124.0,1164.0,GasW,4,N,1164,0,0,1164,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1950.0,1.0,1.0,240.0,3.0,Y,0,48,0,0,0,0,NA,0,NA,0,8,2008,Con,125000,10,58,58,6,7,1040.0,4,1164,2.0,58.0,240.0,48,Summer
634,35,527453150,120,RL,24,2280,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1.0,7,6,1975,1975,Gable,CompShg,Plywood,BrkComm,None,0.0,CBlock,4,3,1,0,0.0,0,0.0,836.0,836.0,GasA,5,Y,836,0,0,836,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1975.0,1.0,1.0,308.0,3.0,Y,0,30,0,0,0,0,NA,0,NA,0,6,2010,WD ,120000,13,35,35,6,8,0.0,0,836,1.0,35.0,308.0,30,Summer
635,2904,923125030,20,A (agr),125,31250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1.0,1,3,1951,1951,Gable,CompShg,CBlock,VinylSd,None,0.0,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,1600,0,0,1600,0.0,0.0,1,1,3,1,3,6,Mod,0,0,Attchd,1951.0,1.0,1.0,270.0,3.0,N,0,0,135,0,0,0,NA,0,NA,0,5,2006,WD ,81500,4,55,55,5,0,0.0,0,1600,2.0,55.0,270.0,135,Spring
636,2174,908127100,90,RL,81,11841,Grvl,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,2.0,6,5,1990,1990,Gable,CompShg,HdBoard,NIL,BrkFace,104.0,CBlock,4,3,3,5,816.0,0,0.0,0.0,816.0,GasA,4,Y,816,0,0,816,1.0,0.0,1,0,3,1,3,5,Typ,0,0,NA,1990.0,0.0,0.0,0.0,0.0,Y,0,32,0,0,0,0,NA,0,NA,0,5,2007,WD ,118500,11,17,17,7,10,816.0,5,816,2.0,17.0,0.0,32,Spring
637,522,528458160,20,FV,85,9187,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,9,5,2009,2009,Gable,CompShg,CemntBd,NIL,Stone,162.0,PConc,5,3,2,5,1121.0,0,0.0,645.0,1766.0,GasA,5,Y,1766,0,0,1766,1.0,0.0,2,1,2,1,5,7,Typ,1,4,Attchd,2009.0,3.0,3.0,478.0,3.0,Y,195,130,0,0,0,0,NA,0,NA,0,10,2009,New,370878,14,0,0,8,10,1121.0,5,1766,4.0,0.0,159.33333333333334,130,Fall
638,2211,909275030,90,RH,82,6270,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2.0,5,6,1949,1950,Gable,CompShg,MetalSd,NIL,None,0.0,CBlock,3,3,1,3,284.0,0,0.0,717.0,1001.0,GasA,4,N,1001,1001,0,2002,0.0,0.0,2,0,4,2,3,8,Typ,0,0,2Types,1949.0,1.0,3.0,871.0,3.0,Y,0,0,0,0,0,0,NA,0,NA,0,8,2007,WD ,145000,11,58,57,6,7,284.0,3,2002,2.0,58.0,290.3333333333333,0,Summer
639,1539,909425010,50,RL,73,15660,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5,7,9,1939,2006,Gable,CompShg,VinylSd,NIL,BrkFace,312.0,CBlock,3,3,1,3,341.0,0,0.0,457.0,798.0,GasA,5,Y,1137,817,0,1954,0.0,1.0,1,1,3,1,4,8,Typ,2,3,Attchd,1939.0,1.0,2.0,431.0,3.0,Y,0,119,150,0,0,0,NA,0,NA,0,5,2008,WD ,311500,16,69,2,8,7,341.0,3,1954,3.0,69.0,215.5,269,Spring
640,2420,528228280,120,RL,43,3087,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2006,2006,Gable,CompShg,VinylSd,NIL,BrkFace,14.0,PConc,4,3,3,5,453.0,0,0.0,767.0,1220.0,GasA,5,Y,1364,0,0,1364,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,3.0,2.0,437.0,3.0,Y,100,16,0,0,0,0,NA,0,NA,0,11,2006,New,210250,12,0,0,7,10,453.0,5,1364,3.0,0.0,218.5,16,Fall
641,2779,907192010,60,RL,95,13450,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2.0,7,5,2002,2002,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,1,5,700.0,0,0.0,216.0,916.0,GasA,5,Y,920,941,0,1861,1.0,0.0,2,1,3,1,4,8,Typ,0,0,BuiltIn,2002.0,2.0,2.0,492.0,3.0,Y,146,91,0,0,0,0,NA,0,NA,0,6,2006,WD ,200000,12,4,4,7,8,700.0,5,1861,4.0,4.0,246.0,91,Summer
642,953,914476020,90,RL,75,10125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5,5,5,1977,1977,Gable,CompShg,Plywood,NIL,None,0.0,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,1302,432,0,1734,0.0,0.0,2,0,4,2,4,8,Typ,0,0,Attchd,1977.0,1.0,2.0,539.0,3.0,Y,0,0,0,0,0,0,NA,0,NA,0,8,2009,COD,126000,10,32,32,6,0,0.0,0,1734,2.0,32.0,269.5,0,Summer
643,658,535377150,70,RL,80,8146,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.0,4,8,1900,2003,Gable,CompShg,MetalSd,NIL,None,0.0,BrkTil,2,3,1,0,0.0,0,0.0,405.0,405.0,GasA,3,Y,717,322,0,1039,0.0,0.0,1,0,2,1,3,6,Typ,0,0,Detchd,1940.0,1.0,1.0,281.0,3.0,N,0,0,168,0,111,0,NA,0,NA,0,5,2009,WD ,114000,12,109,6,8,6,0.0,0,1039,1.0,69.0,281.0,279,Spring
644,714,902301060,70,RM,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.0,4,4,1910,1950,Gable,CompShg,VinylSd,NIL,None,0.0,BrkTil,2,3,1,0,0.0,0,0.0,677.0,677.0,GasA,4,Y,833,677,0,1510,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Detchd,1974.0,1.0,2.0,720.0,3.0,N,0,0,160,0,0,0,NA,0,NA,0,6,2009,WD ,87500,8,99,59,8,6,0.0,0,1510,2.0,35.0,360.0,160,Summer
645,1637,527212060,60,RL,98,12328,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2.0,8,5,2005,2005,Hip,CompShg,VinylSd,NIL,Stone,146.0,PConc,5,3,2,5,986.0,0,0.0,163.0,1149.0,GasA,5,Y,1164,1377,0,2541,1.0,0.0,3,1,4,1,5,10,Typ,1,4,BuiltIn,2005.0,3.0,3.0,729.0,3.0,Y,120,32,0,0,0,0,NA,0,NA,0,7,2007,WD ,349265,13,2,2,7,10,986.0,5,2541,5.0,2.0,243.0,32,Summer
646,538,531369020,20,RL,76,10141,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.0,8,5,2004,2004,Gable,Tar&Grv,VinylSd,NIL,BrkFace,264.0,PConc,4,3,4,3,516.0,2,774.0,222.0,1512.0,GasA,5,Y,1512,0,0,1512,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2004.0,2.0,3.0,845.0,3.0,Y,210,36,0,0,0,0,NA,0,NA,0,1,2009,WD ,203000,13,5,5,7,11,1290.0,5,1512,2.0,5.0,281.6666666666667,36,Winter
